Random,Name,Date,Location,Total Hours,Billable Hours,Clients Assigned,Clients Seen 
34,Bobbie Cannella  ,1/4/2020,Location D,2.00,2,4,4
21,Alvina Brazee  ,2/7/2020,Location B,6.00,2,2,1
99,Alvina Brazee  ,1/8/2020,Location D,8.00,6,5,5
54,Rueben Maxfield  ,1/17/2020,Location A,0.00,0,2,1
20,Rueben Maxfield  ,1/17/2020,Location A,1.00,1,5,3
61,Khalilah Gratz  ,2/8/2020,Location C,8.00,2,2,2
17,Frederica Tope  ,1/22/2020,Location B,4.00,2,2,1
55,Archie Mobley  ,3/15/2020,Location C,3.00,2,1,1
16,Frederica Tope  ,4/1/2020,Location D,2.00,0,4,1
97,Archie Mobley  ,3/15/2020,Location C,1.00,1,1,1
2,Archie Mobley  ,3/15/2020,Location C,5.00,1,1,1
91,Carolina Golla  ,1/30/2020,Location B,0.00,0,5,5
57,Dorine Varnell  ,4/5/2020,Location D,8.00,4,1,1
29,Alvina Brazee  ,2/17/2020,Location D,7.00,7,1,1
72,Khalilah Gratz  ,4/8/2020,Location C,3.00,0,5,1
5,Alvina Brazee  ,3/18/2020,Location B,1.00,0,1,1
34,Archie Mobley  ,2/4/2020,Location C,7.00,3,5,4
68,Mariano Defibaugh  ,3/23/2020,Location C,8.00,0,3,2
50,Khalilah Gratz  ,1/19/2020,Location C,8.00,1,3,2
39,Felica Pajak  ,3/31/2020,Location C,0.00,0,5,3
25,Archie Mobley  ,3/25/2020,Location A,6.00,1,1,1
80,Dorine Varnell  ,4/5/2020,Location D,1.00,1,3,3
96,Archie Mobley  ,4/4/2020,Location C,7.00,5,2,2
73,Archie Mobley  ,2/24/2020,Location C,3.00,3,2,2
56,Carolina Golla  ,2/19/2020,Location B,8.00,4,4,3
38,Dorine Varnell  ,1/6/2020,Location B,0.00,0,4,2
39,Mariano Defibaugh  ,3/3/2020,Location C,5.00,1,5,1
9,Carolina Golla  ,3/10/2020,Location B,1.00,1,1,1
69,Alvina Brazee  ,2/17/2020,Location D,7.00,1,1,1
34,Frederica Tope  ,2/21/2020,Location D,6.00,4,3,2
10,Carolina Golla  ,3/10/2020,Location B,2.00,1,5,4
72,Dorine Varnell  ,1/6/2020,Location B,6.00,0,5,3
35,Bobbie Cannella  ,2/13/2020,Location D,7.00,0,2,1
100,Frederica Tope  ,1/22/2020,Location B,4.00,0,1,1
18,Mariano Defibaugh  ,3/3/2020,Location C,3.00,3,5,5
69,Bobbie Cannella  ,2/23/2020,Location B,4.00,4,5,3
39,Frederica Tope  ,1/12/2020,Location D,0.00,0,2,1
16,Bobbie Cannella  ,4/3/2020,Location B,0.00,0,2,1
15,Rueben Maxfield  ,1/27/2020,Location C,3.00,0,4,4
87,Felica Pajak  ,3/31/2020,Location C,3.00,1,2,1
82,Bobbie Cannella  ,3/14/2020,Location B,5.00,3,4,1
33,Felica Pajak  ,1/31/2020,Location C,3.00,1,2,2
58,Bobbie Cannella  ,3/4/2020,Location D,0.00,0,2,2
12,Dorine Varnell  ,3/6/2020,Location B,6.00,1,1,1
86,Bobbie Cannella  ,4/3/2020,Location B,6.00,5,4,3
63,Bobbie Cannella  ,2/13/2020,Location D,0.00,0,2,1
87,Rueben Maxfield  ,3/27/2020,Location C,8.00,5,2,2
50,Frederica Tope  ,1/2/2020,Location B,7.00,0,2,1
97,Archie Mobley  ,1/25/2020,Location A,0.00,0,2,1
57,Frederica Tope  ,2/1/2020,Location D,6.00,4,2,2
6,Dorine Varnell  ,4/5/2020,Location D,0.00,0,3,3
94,Felica Pajak  ,3/1/2020,Location A,4.00,0,1,1
16,Felica Pajak  ,3/21/2020,Location A,1.00,1,1,1
91,Frederica Tope  ,2/21/2020,Location D,8.00,4,4,4
70,Khalilah Gratz  ,4/8/2020,Location C,2.00,1,3,3
33,Felica Pajak  ,3/21/2020,Location A,1.00,1,4,2
30,Archie Mobley  ,4/4/2020,Location C,4.00,3,2,2
90,Bobbie Cannella  ,3/14/2020,Location B,1.00,1,3,3
36,Dorine Varnell  ,1/16/2020,Location D,4.00,1,5,2
25,Alvina Brazee  ,3/28/2020,Location D,2.00,1,2,1
21,Felica Pajak  ,3/1/2020,Location A,6.00,5,5,3
100,Archie Mobley  ,2/14/2020,Location A,6.00,2,1,1
8,Khalilah Gratz  ,2/8/2020,Location C,3.00,1,1,1
51,Rueben Maxfield  ,3/27/2020,Location C,6.00,4,4,2
17,Bobbie Cannella  ,3/14/2020,Location B,8.00,4,5,5
61,Khalilah Gratz  ,3/29/2020,Location A,1.00,0,4,2
12,Mariano Defibaugh  ,3/13/2020,Location A,0.00,0,2,2
53,Mariano Defibaugh  ,2/12/2020,Location C,6.00,0,1,1
28,Khalilah Gratz  ,1/9/2020,Location A,0.00,0,5,1
76,Mariano Defibaugh  ,2/2/2020,Location A,1.00,0,1,1
42,Bobbie Cannella  ,2/23/2020,Location B,7.00,1,4,4
31,Felica Pajak  ,2/10/2020,Location A,4.00,4,1,1
31,Alvina Brazee  ,2/7/2020,Location B,0.00,0,4,1
84,Rueben Maxfield  ,2/26/2020,Location A,4.00,1,4,3
39,Rueben Maxfield  ,2/26/2020,Location A,6.00,4,1,1
77,Frederica Tope  ,2/21/2020,Location D,2.00,0,5,1
26,Bobbie Cannella  ,2/23/2020,Location B,7.00,4,2,2
15,Archie Mobley  ,3/5/2020,Location A,4.00,2,3,1
50,Bobbie Cannella  ,2/13/2020,Location D,0.00,0,2,2
90,Frederica Tope  ,1/12/2020,Location D,0.00,0,3,3
32,Mariano Defibaugh  ,1/13/2020,Location A,8.00,1,2,1
7,Frederica Tope  ,2/21/2020,Location D,4.00,3,1,1
67,Archie Mobley  ,2/14/2020,Location A,6.00,1,3,3
57,Mariano Defibaugh  ,2/22/2020,Location A,1.00,0,1,1
59,Bobbie Cannella  ,1/4/2020,Location D,1.00,1,1,1
72,Carolina Golla  ,3/10/2020,Location B,7.00,3,1,1
23,Mariano Defibaugh  ,1/3/2020,Location C,7.00,4,5,5
7,Archie Mobley  ,1/25/2020,Location A,5.00,0,5,3
8,Rueben Maxfield  ,3/17/2020,Location A,6.00,3,2,1
56,Alvina Brazee  ,3/8/2020,Location D,3.00,3,5,1
73,Alvina Brazee  ,3/8/2020,Location D,0.00,0,1,1
39,Carolina Golla  ,3/20/2020,Location D,2.00,2,2,1
94,Carolina Golla  ,4/9/2020,Location D,3.00,1,1,1
9,Rueben Maxfield  ,1/17/2020,Location A,7.00,6,2,2
100,Frederica Tope  ,2/21/2020,Location D,3.00,2,3,3
18,Archie Mobley  ,4/4/2020,Location C,6.00,0,3,2
31,Dorine Varnell  ,4/5/2020,Location D,7.00,0,2,1
81,Carolina Golla  ,1/30/2020,Location B,4.00,3,3,3
25,Bobbie Cannella  ,2/23/2020,Location B,4.00,1,3,1
86,Bobbie Cannella  ,2/23/2020,Location B,7.00,4,4,2
17,Archie Mobley  ,1/15/2020,Location C,8.00,3,3,1
16,Felica Pajak  ,3/31/2020,Location C,6.00,5,4,4
95,Alvina Brazee  ,2/7/2020,Location B,8.00,3,5,4
39,Bobbie Cannella  ,1/14/2020,Location B,3.00,0,1,1
98,Khalilah Gratz  ,1/19/2020,Location C,8.00,7,3,2
46,Dorine Varnell  ,2/5/2020,Location D,4.00,2,1,1
21,Khalilah Gratz  ,1/29/2020,Location A,8.00,0,5,5
97,Bobbie Cannella  ,2/3/2020,Location B,1.00,1,5,1
94,Felica Pajak  ,1/31/2020,Location C,0.00,0,3,1
97,Rueben Maxfield  ,2/26/2020,Location A,2.00,1,1,1
98,Archie Mobley  ,3/25/2020,Location A,5.00,1,2,2
5,Alvina Brazee  ,2/27/2020,Location B,1.00,0,2,1
100,Bobbie Cannella  ,3/14/2020,Location B,7.00,1,2,1
27,Bobbie Cannella  ,3/24/2020,Location D,4.00,4,1,1
51,Frederica Tope  ,3/12/2020,Location D,0.00,0,3,2
56,Carolina Golla  ,4/9/2020,Location D,6.00,1,5,4
11,Frederica Tope  ,2/21/2020,Location D,0.00,0,5,4
69,Felica Pajak  ,3/21/2020,Location A,6.00,5,3,1
35,Felica Pajak  ,1/11/2020,Location C,3.00,2,5,2
90,Mariano Defibaugh  ,4/2/2020,Location A,1.00,0,3,1
48,Carolina Golla  ,2/19/2020,Location B,3.00,0,4,2
18,Dorine Varnell  ,3/16/2020,Location D,1.00,1,1,1
8,Felica Pajak  ,3/1/2020,Location A,3.00,3,5,3
27,Felica Pajak  ,2/20/2020,Location C,7.00,5,2,2
90,Bobbie Cannella  ,2/13/2020,Location D,8.00,2,4,1
6,Dorine Varnell  ,4/5/2020,Location D,4.00,2,3,1
11,Frederica Tope  ,3/2/2020,Location B,8.00,2,3,1
28,Archie Mobley  ,3/15/2020,Location C,6.00,2,5,3
72,Mariano Defibaugh  ,2/12/2020,Location C,8.00,4,4,4
38,Dorine Varnell  ,1/16/2020,Location D,7.00,0,2,1
72,Bobbie Cannella  ,2/23/2020,Location B,4.00,2,5,4
10,Frederica Tope  ,2/21/2020,Location D,4.00,0,5,1
26,Frederica Tope  ,1/2/2020,Location B,0.00,0,4,2
24,Alvina Brazee  ,2/27/2020,Location B,6.00,6,3,2
78,Carolina Golla  ,1/20/2020,Location D,3.00,2,5,2
69,Archie Mobley  ,4/4/2020,Location C,5.00,4,5,3
30,Archie Mobley  ,1/5/2020,Location A,8.00,6,3,1
20,Felica Pajak  ,1/31/2020,Location C,0.00,0,2,1
35,Frederica Tope  ,4/1/2020,Location D,7.00,1,3,3
10,Alvina Brazee  ,2/27/2020,Location B,7.00,1,3,3
1,Felica Pajak  ,3/31/2020,Location C,4.00,3,5,1
8,Felica Pajak  ,1/31/2020,Location C,8.00,5,1,1
1,Felica Pajak  ,3/11/2020,Location C,3.00,1,2,2
21,Alvina Brazee  ,1/8/2020,Location D,0.00,0,4,1
27,Rueben Maxfield  ,2/6/2020,Location A,5.00,2,1,1
98,Alvina Brazee  ,3/28/2020,Location D,5.00,5,3,1
25,Dorine Varnell  ,1/26/2020,Location B,4.00,4,1,1
77,Rueben Maxfield  ,4/6/2020,Location A,2.00,1,4,4
70,Rueben Maxfield  ,1/7/2020,Location C,3.00,2,2,2
90,Rueben Maxfield  ,3/17/2020,Location A,2.00,0,5,1
5,Carolina Golla  ,3/10/2020,Location B,1.00,0,5,4
77,Carolina Golla  ,2/9/2020,Location D,2.00,2,2,2
28,Alvina Brazee  ,4/7/2020,Location B,5.00,5,5,5
33,Bobbie Cannella  ,3/24/2020,Location D,0.00,0,5,2
60,Felica Pajak  ,3/31/2020,Location C,6.00,4,3,1
41,Rueben Maxfield  ,4/6/2020,Location A,4.00,1,3,1
33,Rueben Maxfield  ,2/26/2020,Location A,7.00,4,3,1
66,Archie Mobley  ,2/24/2020,Location C,8.00,0,2,1
40,Dorine Varnell  ,1/16/2020,Location D,3.00,1,2,1
27,Felica Pajak  ,3/11/2020,Location C,6.00,5,2,2
85,Bobbie Cannella  ,1/24/2020,Location D,5.00,4,3,3
49,Mariano Defibaugh  ,2/2/2020,Location A,2.00,0,5,2
56,Dorine Varnell  ,3/26/2020,Location B,4.00,3,3,2
39,Khalilah Gratz  ,3/29/2020,Location A,3.00,0,4,3
18,Frederica Tope  ,2/21/2020,Location D,1.00,1,3,1
100,Alvina Brazee  ,2/17/2020,Location D,1.00,1,5,3
90,Carolina Golla  ,1/30/2020,Location B,8.00,7,2,2
85,Felica Pajak  ,1/31/2020,Location C,6.00,6,4,4
52,Rueben Maxfield  ,3/27/2020,Location C,4.00,4,5,4
59,Dorine Varnell  ,3/16/2020,Location D,2.00,2,1,1
36,Rueben Maxfield  ,2/6/2020,Location A,5.00,2,2,2
87,Frederica Tope  ,1/12/2020,Location D,4.00,0,3,3
58,Bobbie Cannella  ,3/4/2020,Location D,4.00,2,5,4
27,Felica Pajak  ,3/21/2020,Location A,0.00,0,1,1
8,Khalilah Gratz  ,1/9/2020,Location A,6.00,5,5,5
11,Rueben Maxfield  ,3/7/2020,Location C,2.00,2,2,2
41,Dorine Varnell  ,2/5/2020,Location D,0.00,0,2,1
13,Frederica Tope  ,4/1/2020,Location D,4.00,0,4,1
33,Alvina Brazee  ,2/17/2020,Location D,6.00,2,1,1
86,Mariano Defibaugh  ,1/3/2020,Location C,0.00,0,4,1
28,Rueben Maxfield  ,4/6/2020,Location A,2.00,0,4,4
100,Alvina Brazee  ,3/28/2020,Location D,0.00,0,4,3
64,Felica Pajak  ,3/11/2020,Location C,2.00,2,4,3
87,Frederica Tope  ,2/21/2020,Location D,6.00,3,5,3
22,Felica Pajak  ,3/31/2020,Location C,2.00,0,3,2
92,Felica Pajak  ,3/21/2020,Location A,4.00,3,1,1
94,Carolina Golla  ,2/29/2020,Location D,7.00,6,5,1
31,Mariano Defibaugh  ,3/3/2020,Location C,4.00,4,2,1
74,Rueben Maxfield  ,2/26/2020,Location A,2.00,2,4,2
8,Archie Mobley  ,2/14/2020,Location A,3.00,1,5,3
32,Mariano Defibaugh  ,2/22/2020,Location A,7.00,7,1,1
77,Carolina Golla  ,2/29/2020,Location D,4.00,1,2,1
10,Dorine Varnell  ,4/5/2020,Location D,7.00,1,3,2
29,Archie Mobley  ,2/14/2020,Location A,3.00,2,5,4
3,Alvina Brazee  ,3/28/2020,Location D,3.00,2,5,3
75,Mariano Defibaugh  ,1/13/2020,Location A,6.00,6,5,1
58,Frederica Tope  ,2/1/2020,Location D,0.00,0,1,1
61,Felica Pajak  ,3/21/2020,Location A,4.00,2,2,2
48,Felica Pajak  ,1/1/2020,Location A,2.00,2,1,1
94,Felica Pajak  ,1/21/2020,Location A,3.00,1,2,1
68,Rueben Maxfield  ,2/6/2020,Location A,7.00,1,1,1
35,Rueben Maxfield  ,4/6/2020,Location A,1.00,1,2,1
99,Khalilah Gratz  ,4/8/2020,Location C,3.00,3,2,1
67,Mariano Defibaugh  ,4/2/2020,Location A,4.00,3,2,2
94,Archie Mobley  ,1/25/2020,Location A,2.00,0,5,3
42,Khalilah Gratz  ,1/29/2020,Location A,3.00,3,4,2
25,Khalilah Gratz  ,2/28/2020,Location C,5.00,2,4,4
40,Bobbie Cannella  ,1/24/2020,Location D,8.00,0,5,4
11,Bobbie Cannella  ,4/3/2020,Location B,1.00,1,1,1
56,Rueben Maxfield  ,3/7/2020,Location C,5.00,2,1,1
55,Frederica Tope  ,2/11/2020,Location B,7.00,3,1,1
64,Rueben Maxfield  ,3/7/2020,Location C,5.00,1,5,3
48,Rueben Maxfield  ,3/17/2020,Location A,2.00,0,2,2
57,Carolina Golla  ,3/20/2020,Location D,7.00,0,4,4
1,Mariano Defibaugh  ,3/13/2020,Location A,8.00,5,5,5
1,Dorine Varnell  ,2/15/2020,Location B,4.00,0,2,1
15,Archie Mobley  ,3/15/2020,Location C,0.00,0,3,1
97,Khalilah Gratz  ,3/29/2020,Location A,6.00,2,2,2
31,Bobbie Cannella  ,2/23/2020,Location B,3.00,3,4,2
87,Mariano Defibaugh  ,1/23/2020,Location C,4.00,2,4,4
30,Felica Pajak  ,1/1/2020,Location A,2.00,1,1,1
22,Archie Mobley  ,2/24/2020,Location C,5.00,5,5,1
55,Archie Mobley  ,2/14/2020,Location A,6.00,0,3,1
7,Bobbie Cannella  ,1/14/2020,Location B,8.00,5,1,1
47,Felica Pajak  ,2/20/2020,Location C,6.00,1,1,1
82,Khalilah Gratz  ,3/19/2020,Location C,2.00,2,1,1
36,Bobbie Cannella  ,1/4/2020,Location D,2.00,1,5,5
66,Rueben Maxfield  ,1/7/2020,Location C,5.00,0,5,2
8,Frederica Tope  ,4/1/2020,Location D,0.00,0,2,1
88,Archie Mobley  ,1/5/2020,Location A,3.00,3,5,4
29,Mariano Defibaugh  ,1/3/2020,Location C,3.00,1,5,1
93,Mariano Defibaugh  ,2/2/2020,Location A,5.00,2,2,1
77,Archie Mobley  ,1/5/2020,Location A,3.00,2,4,1
33,Felica Pajak  ,2/20/2020,Location C,4.00,3,2,1
47,Mariano Defibaugh  ,2/12/2020,Location C,8.00,2,5,4
10,Bobbie Cannella  ,1/4/2020,Location D,4.00,3,2,2
4,Archie Mobley  ,4/4/2020,Location C,3.00,0,5,1
90,Felica Pajak  ,1/1/2020,Location A,6.00,4,4,4
15,Dorine Varnell  ,3/26/2020,Location B,5.00,4,3,3
17,Alvina Brazee  ,1/28/2020,Location D,6.00,6,2,2
36,Frederica Tope  ,2/1/2020,Location D,0.00,0,1,1
2,Bobbie Cannella  ,1/24/2020,Location D,0.00,0,4,1
76,Frederica Tope  ,3/12/2020,Location D,0.00,0,1,1
70,Mariano Defibaugh  ,3/13/2020,Location A,3.00,0,4,3
70,Archie Mobley  ,2/14/2020,Location A,2.00,0,2,1
57,Khalilah Gratz  ,3/29/2020,Location A,7.00,3,5,2
21,Khalilah Gratz  ,2/18/2020,Location A,5.00,5,3,2
27,Khalilah Gratz  ,4/8/2020,Location C,1.00,1,2,2
32,Dorine Varnell  ,3/26/2020,Location B,6.00,5,5,3
70,Rueben Maxfield  ,1/17/2020,Location A,6.00,0,4,1
79,Khalilah Gratz  ,2/18/2020,Location A,3.00,1,5,2
9,Carolina Golla  ,3/30/2020,Location B,6.00,2,1,1
46,Rueben Maxfield  ,1/7/2020,Location C,5.00,5,4,1
33,Bobbie Cannella  ,4/3/2020,Location B,3.00,3,5,5
23,Felica Pajak  ,2/10/2020,Location A,1.00,0,3,1
80,Frederica Tope  ,3/22/2020,Location B,6.00,3,1,1
40,Rueben Maxfield  ,2/16/2020,Location C,2.00,0,2,1
8,Archie Mobley  ,2/4/2020,Location C,5.00,0,3,3
58,Rueben Maxfield  ,4/6/2020,Location A,4.00,1,4,1
81,Mariano Defibaugh  ,2/22/2020,Location A,0.00,0,4,4
45,Archie Mobley  ,3/25/2020,Location A,1.00,1,3,3
89,Dorine Varnell  ,1/26/2020,Location B,7.00,6,1,1
40,Alvina Brazee  ,1/8/2020,Location D,4.00,0,1,1
50,Frederica Tope  ,2/11/2020,Location B,4.00,1,3,3
19,Khalilah Gratz  ,2/18/2020,Location A,6.00,1,5,4
69,Mariano Defibaugh  ,4/2/2020,Location A,6.00,6,5,5
93,Bobbie Cannella  ,3/24/2020,Location D,0.00,0,5,3
80,Mariano Defibaugh  ,3/13/2020,Location A,4.00,1,2,1
27,Mariano Defibaugh  ,3/13/2020,Location A,4.00,4,5,5
28,Dorine Varnell  ,1/16/2020,Location D,5.00,4,5,5
23,Bobbie Cannella  ,1/24/2020,Location D,6.00,5,1,1
84,Carolina Golla  ,3/20/2020,Location D,5.00,4,2,2
37,Frederica Tope  ,1/2/2020,Location B,4.00,3,2,2
38,Dorine Varnell  ,2/5/2020,Location D,1.00,0,2,2
97,Frederica Tope  ,3/22/2020,Location B,1.00,0,2,1
30,Felica Pajak  ,1/21/2020,Location A,1.00,0,1,1
44,Mariano Defibaugh  ,3/13/2020,Location A,7.00,2,3,2
15,Mariano Defibaugh  ,3/3/2020,Location C,3.00,0,1,1
31,Dorine Varnell  ,3/6/2020,Location B,6.00,5,1,1
95,Bobbie Cannella  ,1/4/2020,Location D,2.00,0,5,4
98,Felica Pajak  ,3/31/2020,Location C,8.00,4,3,1
79,Felica Pajak  ,2/10/2020,Location A,5.00,2,5,5
97,Mariano Defibaugh  ,2/2/2020,Location A,6.00,2,1,1
4,Carolina Golla  ,2/9/2020,Location D,0.00,0,1,1
78,Mariano Defibaugh  ,4/2/2020,Location A,7.00,6,4,1
83,Dorine Varnell  ,4/5/2020,Location D,3.00,2,2,2
24,Khalilah Gratz  ,2/28/2020,Location C,5.00,5,5,4
95,Alvina Brazee  ,4/7/2020,Location B,2.00,2,3,3
95,Frederica Tope  ,2/11/2020,Location B,6.00,2,3,1
44,Bobbie Cannella  ,1/24/2020,Location D,3.00,1,1,1
72,Khalilah Gratz  ,3/19/2020,Location C,2.00,1,5,4
6,Alvina Brazee  ,1/18/2020,Location B,4.00,2,4,4
4,Rueben Maxfield  ,1/17/2020,Location A,5.00,3,4,4
88,Frederica Tope  ,3/22/2020,Location B,6.00,6,5,3
9,Archie Mobley  ,3/15/2020,Location C,2.00,0,2,2
10,Carolina Golla  ,4/9/2020,Location D,8.00,8,3,2
47,Frederica Tope  ,3/22/2020,Location B,6.00,1,2,2
29,Bobbie Cannella  ,3/14/2020,Location B,7.00,3,5,5
12,Mariano Defibaugh  ,1/23/2020,Location C,0.00,0,4,3
55,Frederica Tope  ,4/1/2020,Location D,0.00,0,1,1
41,Khalilah Gratz  ,3/29/2020,Location A,4.00,4,5,1
34,Carolina Golla  ,1/10/2020,Location B,1.00,0,2,2
25,Frederica Tope  ,3/12/2020,Location D,7.00,6,3,2
27,Alvina Brazee  ,2/27/2020,Location B,0.00,0,3,1
89,Alvina Brazee  ,2/7/2020,Location B,7.00,5,4,1
15,Felica Pajak  ,3/31/2020,Location C,8.00,4,2,1
60,Felica Pajak  ,2/10/2020,Location A,8.00,8,5,1
50,Bobbie Cannella  ,1/24/2020,Location D,4.00,2,2,2
81,Khalilah Gratz  ,3/9/2020,Location A,5.00,5,3,1
69,Dorine Varnell  ,2/15/2020,Location B,2.00,1,3,3
39,Khalilah Gratz  ,3/19/2020,Location C,0.00,0,3,2
71,Mariano Defibaugh  ,2/12/2020,Location C,4.00,4,2,2
18,Dorine Varnell  ,2/15/2020,Location B,6.00,5,3,3
100,Frederica Tope  ,1/12/2020,Location D,6.00,5,1,1
77,Frederica Tope  ,3/2/2020,Location B,6.00,1,4,2
3,Dorine Varnell  ,3/16/2020,Location D,7.00,0,4,3
7,Archie Mobley  ,2/14/2020,Location A,2.00,1,4,4
38,Carolina Golla  ,2/29/2020,Location D,7.00,6,4,4
89,Felica Pajak  ,3/21/2020,Location A,5.00,0,2,2
8,Felica Pajak  ,1/21/2020,Location A,3.00,0,4,1
18,Khalilah Gratz  ,3/9/2020,Location A,4.00,2,3,1
23,Alvina Brazee  ,1/28/2020,Location D,1.00,0,3,3
23,Carolina Golla  ,3/10/2020,Location B,8.00,2,2,1
76,Alvina Brazee  ,3/8/2020,Location D,7.00,6,2,1
42,Khalilah Gratz  ,1/19/2020,Location C,2.00,2,3,3
42,Archie Mobley  ,1/25/2020,Location A,7.00,0,4,2
8,Bobbie Cannella  ,3/4/2020,Location D,3.00,0,3,1
21,Bobbie Cannella  ,1/24/2020,Location D,1.00,0,4,2
22,Frederica Tope  ,2/21/2020,Location D,0.00,0,3,2
45,Carolina Golla  ,2/19/2020,Location B,3.00,2,3,2
39,Mariano Defibaugh  ,1/13/2020,Location A,2.00,0,4,3
57,Frederica Tope  ,4/1/2020,Location D,3.00,0,5,2
87,Frederica Tope  ,3/22/2020,Location B,0.00,0,1,1
22,Alvina Brazee  ,3/18/2020,Location B,4.00,0,1,1
4,Alvina Brazee  ,1/8/2020,Location D,7.00,2,4,3
9,Archie Mobley  ,3/5/2020,Location A,8.00,6,4,2
70,Dorine Varnell  ,2/15/2020,Location B,7.00,2,4,4
21,Mariano Defibaugh  ,3/3/2020,Location C,7.00,3,4,2
1,Rueben Maxfield  ,1/17/2020,Location A,7.00,0,1,1
55,Mariano Defibaugh  ,2/2/2020,Location A,3.00,3,2,1
32,Carolina Golla  ,2/29/2020,Location D,1.00,1,5,1
3,Khalilah Gratz  ,3/19/2020,Location C,3.00,3,5,5
90,Khalilah Gratz  ,2/28/2020,Location C,2.00,1,4,3
99,Archie Mobley  ,4/4/2020,Location C,2.00,1,3,1
87,Alvina Brazee  ,3/28/2020,Location D,6.00,0,5,3
91,Carolina Golla  ,3/20/2020,Location D,6.00,3,1,1
55,Archie Mobley  ,2/4/2020,Location C,1.00,0,1,1
7,Archie Mobley  ,1/5/2020,Location A,1.00,0,4,2
71,Rueben Maxfield  ,1/7/2020,Location C,6.00,2,1,1
25,Alvina Brazee  ,4/7/2020,Location B,0.00,0,4,2
80,Mariano Defibaugh  ,4/2/2020,Location A,7.00,7,3,1
80,Khalilah Gratz  ,3/29/2020,Location A,7.00,4,4,1
81,Felica Pajak  ,1/31/2020,Location C,0.00,0,1,1
63,Dorine Varnell  ,3/26/2020,Location B,3.00,3,5,1
58,Bobbie Cannella  ,3/24/2020,Location D,0.00,0,1,1
23,Frederica Tope  ,1/2/2020,Location B,8.00,4,2,2
34,Archie Mobley  ,2/14/2020,Location A,4.00,2,5,5
76,Alvina Brazee  ,2/7/2020,Location B,1.00,1,5,1
94,Rueben Maxfield  ,3/7/2020,Location C,5.00,2,5,2
92,Carolina Golla  ,1/10/2020,Location B,4.00,3,3,2
33,Khalilah Gratz  ,2/8/2020,Location C,4.00,3,1,1
80,Khalilah Gratz  ,1/29/2020,Location A,2.00,2,3,2
93,Frederica Tope  ,2/21/2020,Location D,6.00,1,2,1
8,Mariano Defibaugh  ,2/2/2020,Location A,5.00,3,2,1
19,Bobbie Cannella  ,1/4/2020,Location D,1.00,0,4,4
96,Carolina Golla  ,2/19/2020,Location B,6.00,5,2,1
49,Archie Mobley  ,2/4/2020,Location C,3.00,3,2,1
34,Dorine Varnell  ,4/5/2020,Location D,7.00,6,3,3
41,Bobbie Cannella  ,1/4/2020,Location D,7.00,1,1,1
81,Rueben Maxfield  ,1/7/2020,Location C,8.00,6,1,1
29,Frederica Tope  ,3/12/2020,Location D,7.00,5,5,5
52,Khalilah Gratz  ,3/29/2020,Location A,0.00,0,1,1
100,Alvina Brazee  ,1/8/2020,Location D,7.00,2,1,1
3,Mariano Defibaugh  ,1/23/2020,Location C,4.00,1,3,1
20,Carolina Golla  ,2/9/2020,Location D,6.00,4,3,1
71,Felica Pajak  ,3/1/2020,Location A,5.00,1,2,2
24,Alvina Brazee  ,2/17/2020,Location D,1.00,0,5,3
1,Frederica Tope  ,2/21/2020,Location D,3.00,3,4,4
43,Khalilah Gratz  ,4/8/2020,Location C,8.00,2,4,3
57,Archie Mobley  ,2/14/2020,Location A,5.00,5,5,3
33,Rueben Maxfield  ,4/6/2020,Location A,4.00,2,3,2
89,Khalilah Gratz  ,1/29/2020,Location A,2.00,0,5,2
97,Frederica Tope  ,2/1/2020,Location D,6.00,3,2,2
50,Archie Mobley  ,1/5/2020,Location A,6.00,6,4,2
6,Alvina Brazee  ,1/18/2020,Location B,6.00,1,4,2
77,Bobbie Cannella  ,1/4/2020,Location D,5.00,0,5,3
23,Dorine Varnell  ,2/5/2020,Location D,4.00,3,2,1
50,Khalilah Gratz  ,1/19/2020,Location C,1.00,1,5,3
87,Bobbie Cannella  ,4/3/2020,Location B,6.00,4,5,5
56,Mariano Defibaugh  ,3/13/2020,Location A,7.00,1,3,1
80,Khalilah Gratz  ,3/19/2020,Location C,4.00,0,3,2
65,Alvina Brazee  ,3/18/2020,Location B,4.00,4,4,4
41,Archie Mobley  ,3/25/2020,Location A,5.00,2,4,4
52,Alvina Brazee  ,2/7/2020,Location B,4.00,4,4,2
20,Mariano Defibaugh  ,4/2/2020,Location A,8.00,0,5,5
15,Archie Mobley  ,1/25/2020,Location A,6.00,5,3,3
75,Frederica Tope  ,2/21/2020,Location D,5.00,0,4,2
12,Frederica Tope  ,3/22/2020,Location B,6.00,6,5,3
84,Alvina Brazee  ,2/17/2020,Location D,8.00,0,2,2
25,Felica Pajak  ,2/10/2020,Location A,1.00,1,4,2
43,Felica Pajak  ,1/1/2020,Location A,2.00,1,5,2
81,Felica Pajak  ,3/31/2020,Location C,2.00,1,1,1
28,Frederica Tope  ,3/22/2020,Location B,0.00,0,2,2
19,Archie Mobley  ,4/4/2020,Location C,7.00,1,3,1
58,Khalilah Gratz  ,2/8/2020,Location C,2.00,0,5,5
33,Frederica Tope  ,1/12/2020,Location D,6.00,1,1,1
40,Bobbie Cannella  ,4/3/2020,Location B,1.00,1,3,2
10,Carolina Golla  ,1/20/2020,Location D,5.00,3,4,3
27,Carolina Golla  ,3/30/2020,Location B,7.00,1,3,3
